match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,matchDate
RCB Vs Punjab Kings,Punjab Kings,1,AtharvaTaide ,lbw b Mohammed Siraj,4,2,1,0,200.00,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,2,PrabhsimranSingh , b Parnell,46,30,3,4,153.33,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,3,MatthewShort , b de Silva,8,7,0,1,114.28,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,4,LiamLivingstone ,lbw b Mohammed Siraj,2,4,0,0,50.00,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,5,HarpreetSingh ,run out (Mohammed Siraj),13,9,1,1,144.44,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,6,SamCurran (c),run out (de Silva),10,12,1,0,83.33,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,7,JiteshSharma †,c Shahbaz Ahmed b Patel,41,27,2,3,151.85,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,8,MShahrukhKhan ,st †Karthik b de Silva,7,5,0,1,140.00,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,9,HarpreetBrar , b Mohammed Siraj,13,13,1,0,100.00,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,10,NathanEllis , b Mohammed Siraj,1,2,0,0,50.00,"Apr 20, 2023"
RCB Vs Punjab Kings,Punjab Kings,11,ArshdeepSingh ,not out,0,0,0,0,-,"Apr 20, 2023"
KKR Vs Capitals,KKR,1,JasonRoy ,c Aman Hakim Khan b Kuldeep Yadav,43,39,5,1,110.25,"Apr 20, 2023"
KKR Vs Capitals,KKR,2,LittonDas †,c Lalit Yadav b Mukesh Kumar,4,4,1,0,100.00,"Apr 20, 2023"
KKR Vs Capitals,KKR,3,VenkateshIyer ,c Marsh b Nortje,0,2,0,0,0.00,"Apr 20, 2023"
KKR Vs Capitals,KKR,4,NitishRana (c),c Mukesh Kumar b Sharma,4,7,1,0,57.14,"Apr 20, 2023"
KKR Vs Capitals,KKR,5,MandeepSingh , b Patel,12,11,0,1,109.09,"Apr 20, 2023"
KKR Vs Capitals,KKR,6,RinkuSingh ,c Lalit Yadav b Patel,6,8,1,0,75.00,"Apr 20, 2023"
KKR Vs Capitals,KKR,7,SunilNarine ,c Warner b Sharma,4,6,1,0,66.66,"Apr 20, 2023"
KKR Vs Capitals,KKR,8,AndreRussell ,not out,38,31,1,4,122.58,"Apr 20, 2023"
KKR Vs Capitals,KKR,9,AnukulRoy ,lbw b Kuldeep Yadav,0,1,0,0,0.00,"Apr 20, 2023"
KKR Vs Capitals,KKR,10,UmeshYadav ,c & b Nortje,3,5,0,0,60.00,"Apr 20, 2023"
KKR Vs Capitals,KKR,11,VarunChakravarthy ,run out (sub [YV Dhull]/†Salt),1,6,0,0,16.66,"Apr 20, 2023"
KKR Vs Capitals,Capitals,1,DavidWarner (c),lbw b Varun,57,41,11,0,139.02,"Apr 20, 2023"
KKR Vs Capitals,Capitals,2,PrithviShaw , b Varun,13,11,2,0,118.18,"Apr 20, 2023"
KKR Vs Capitals,Capitals,3,MitchellMarsh ,c sub (D Wiese) b Rana,2,9,0,0,22.22,"Apr 20, 2023"
KKR Vs Capitals,Capitals,4,PhilSalt †,c & b AS Roy,5,3,1,0,166.66,"Apr 20, 2023"
KKR Vs Capitals,Capitals,5,ManishPandey ,c Singh b AS Roy,21,23,2,0,91.30,"Apr 20, 2023"
KKR Vs Capitals,Capitals,6,AxarPatel ,not out,19,22,1,0,86.36,"Apr 20, 2023"
KKR Vs Capitals,Capitals,7,AmanHakimKhan , b Rana,0,2,0,0,0.00,"Apr 20, 2023"
KKR Vs Capitals,Capitals,8,LalitYadav ,not out,4,7,0,0,57.14,"Apr 20, 2023"
Sunrisers Vs Super Kings,Sunrisers,1,HarryBrook ,c Gaikwad b Akash Singh,18,13,3,0,138.46,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,2,AbhishekSharma ,c Rahane b Jadeja,34,26,3,1,130.76,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,3,RahulTripathi ,c Akash Singh b Jadeja,21,21,1,1,100.00,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,4,AidenMarkram (c),c †Dhoni b Theekshana,12,12,1,0,100.00,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,5,HeinrichKlaasen †,c Gaikwad b Pathirana,17,16,1,0,106.25,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,6,MayankAgarwal ,st †Dhoni b Jadeja,2,4,0,0,50.00,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,7,MarcoJansen ,not out,17,22,1,0,77.27,"Apr 21, 2023"
Sunrisers Vs Super Kings,Sunrisers,8,WashingtonSundar ,run out (†Dhoni),9,6,1,0,150.00,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,1,RuturajGaikwad ,run out (Umran Malik),35,30,2,0,116.66,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,2,DevonConway ,not out,77,57,12,1,135.08,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,3,AjinkyaRahane ,c Markram b Markande,9,10,0,0,90.00,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,4,AmbatiRayudu , b Markande,9,9,1,0,100.00,"Apr 21, 2023"
Sunrisers Vs Super Kings,Super Kings,5,MoeenAli ,not out,6,6,1,0,100.00,"Apr 21, 2023"
Titans Vs Super Giants,Titans,1,WriddhimanSaha †,c Hooda b Pandya,47,37,6,0,127.02,"Apr 22, 2023"
Titans Vs Super Giants,Titans,2,ShubmanGill ,c Ravi Bishnoi b Pandya,0,2,0,0,0.00,"Apr 22, 2023"
Titans Vs Super Giants,Titans,3,HardikPandya (c),c Rahul b Stoinis,66,50,2,4,132.00,"Apr 22, 2023"
Titans Vs Super Giants,Titans,4,AbhinavManohar ,c Naveen-ul-Haq b Mishra,3,5,0,0,60.00,"Apr 22, 2023"
Titans Vs Super Giants,Titans,5,VijayShankar , b Naveen-ul-Haq,10,12,1,0,83.33,"Apr 22, 2023"
Titans Vs Super Giants,Titans,6,DavidMiller ,c Hooda b Stoinis,6,12,0,0,50.00,"Apr 22, 2023"
Titans Vs Super Giants,Titans,7,RahulTewatia ,not out,2,2,0,0,100.00,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,1,KLRahul (c),c Yadav b Sharma,68,61,8,0,111.47,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,2,KyleMayers , b Rashid Khan,24,19,2,1,126.31,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,3,KrunalPandya ,st †Saha b Noor Ahmad,23,23,2,1,100.00,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,4,NicholasPooran †,c Pandya b Noor Ahmad,1,7,0,0,14.28,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,5,AyushBadoni ,run out (Shankar/Sharma),8,6,0,0,133.33,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,6,MarcusStoinis ,c Miller b Sharma,0,1,0,0,0.00,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,7,DeepakHooda ,run out (Rashid Khan/†Saha),2,2,0,0,100.00,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,8,PrerakMankad ,not out,0,0,0,0,-,"Apr 22, 2023"
Titans Vs Super Giants,Super Giants,9,RaviBishnoi ,not out,0,1,0,0,0.00,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,1,MatthewShort ,c Chawla b Green,11,10,2,0,110.00,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,2,PrabhsimranSingh ,lbw b Tendulkar,26,17,1,2,152.94,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,3,AtharvaTaide , b Chawla,29,17,3,1,170.58,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,4,LiamLivingstone ,st †Ishan Kishan b Chawla,10,12,0,1,83.33,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,5,HarpreetSingh , b Green,41,28,4,2,146.42,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,6,SamCurran (c),c & b Archer,55,29,5,4,189.65,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,7,JiteshSharma †, b Behrendorff,25,7,0,4,357.14,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,8,MShahrukhKhan ,not out,0,0,0,0,-,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Punjab Kings,9,HarpreetBrar ,run out (Tilak Varma/†Ishan Kishan),5,2,1,0,250.00,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,1,RohitSharma (c),c & b Livingstone,44,27,4,3,162.96,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,2,IshanKishan †,c Short b Arshdeep Singh,1,4,0,0,25.00,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,3,CameronGreen ,c Curran b Ellis,67,43,6,3,155.81,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,4,SuryakumarYadav ,c Taide b Arshdeep Singh,57,26,7,3,219.23,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,5,TimDavid ,not out,25,13,0,2,192.30,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,6,TilakVarma , b Arshdeep Singh,3,4,0,0,75.00,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,7,NehalWadhera , b Arshdeep Singh,0,1,0,0,0.00,"Apr 22, 2023"
Punjab Kings Vs Mumbai,Mumbai,8,JofraArcher ,not out,1,2,0,0,50.00,"Apr 22, 2023"
RCB Vs Royals,RCB,1,ViratKohli (c),lbw b Boult,0,1,0,0,0.00,"Apr 23, 2023"
RCB Vs Royals,RCB,2,FafduPlessis ,run out (Jaiswal),62,39,8,2,158.97,"Apr 23, 2023"
RCB Vs Royals,RCB,3,ShahbazAhmed ,c Jaiswal b Boult,2,4,0,0,50.00,"Apr 23, 2023"
RCB Vs Royals,RCB,4,GlennMaxwell ,c Holder b Ashwin,77,44,6,4,175.00,"Apr 23, 2023"
RCB Vs Royals,RCB,5,MahipalLomror ,c Padikkal b Chahal,8,6,1,0,133.33,"Apr 23, 2023"
RCB Vs Royals,RCB,6,DineshKarthik †,c Buttler b Sandeep Sharma,16,13,2,0,123.07,"Apr 23, 2023"
RCB Vs Royals,RCB,7,SuyashPrabhudessai ,run out (Jaiswal/†Samson),0,2,0,0,0.00,"Apr 23, 2023"
RCB Vs Royals,RCB,8,WaninduHasaranga ,run out (†Samson/Sandeep Sharma),6,7,0,0,85.71,"Apr 23, 2023"
RCB Vs Royals,RCB,9,DavidWilley ,not out,4,2,1,0,200.00,"Apr 23, 2023"
RCB Vs Royals,RCB,10,VijaykumarVyshak ,c Hetmyer b Sandeep Sharma,0,1,0,0,0.00,"Apr 23, 2023"
RCB Vs Royals,RCB,11,MohammedSiraj ,not out,1,1,0,0,100.00,"Apr 23, 2023"
RCB Vs Royals,Royals,1,YashasviJaiswal ,c Kohli b Patel,47,37,5,2,127.02,"Apr 23, 2023"
RCB Vs Royals,Royals,2,JosButtler , b Mohammed Siraj,0,2,0,0,0.00,"Apr 23, 2023"
RCB Vs Royals,Royals,3,DevduttPadikkal ,c Kohli b Willey,52,34,7,1,152.94,"Apr 23, 2023"
RCB Vs Royals,Royals,4,SanjuSamson (c)†,c Shahbaz Ahmed b Patel,22,15,2,1,146.66,"Apr 23, 2023"
RCB Vs Royals,Royals,5,ShimronHetmyer ,run out (Prabhudessai),3,9,0,0,33.33,"Apr 23, 2023"
RCB Vs Royals,Royals,6,DhruvJurel ,not out,34,16,2,2,212.50,"Apr 23, 2023"
RCB Vs Royals,Royals,7,RavichandranAshwin ,c Prabhudessai b Patel,12,6,2,0,200.00,"Apr 23, 2023"
RCB Vs Royals,Royals,8,AbdulBasith ,not out,1,1,0,0,100.00,"Apr 23, 2023"
Super Kings Vs KKR,Super Kings,1,RuturajGaikwad , b Suyash Sharma,35,20,2,3,175.00,"Apr 23, 2023"
Super Kings Vs KKR,Super Kings,2,DevonConway ,c Wiese b Varun,56,40,4,3,140.00,"Apr 23, 2023"
Super Kings Vs KKR,Super Kings,3,AjinkyaRahane ,not out,71,29,6,5,244.82,"Apr 23, 2023"
Super Kings Vs KKR,Super Kings,4,ShivamDube ,c Roy b Khejroliya,50,21,2,5,238.09,"Apr 23, 2023"
Super Kings Vs KKR,Super Kings,5,RavindraJadeja ,c Singh b Khejroliya,18,8,0,2,225.00,"Apr 23, 2023"
Super Kings Vs KKR,Super Kings,6,MSDhoni (c)†,not out,2,3,0,0,66.66,"Apr 23, 2023"
Super Kings Vs KKR,KKR,1,NarayanJagadeesan †,c Jadeja b Deshpande,1,3,0,0,33.33,"Apr 23, 2023"
Super Kings Vs KKR,KKR,2,SunilNarine , b Akash Singh,0,3,0,0,0.00,"Apr 23, 2023"
Super Kings Vs KKR,KKR,3,VenkateshIyer ,lbw b Ali,20,20,2,1,100.00,"Apr 23, 2023"
Super Kings Vs KKR,KKR,4,NitishRana (c),c Gaikwad b Jadeja,27,20,4,1,135.00,"Apr 23, 2023"
Super Kings Vs KKR,KKR,5,JasonRoy , b Theekshana,61,26,5,5,234.61,"Apr 23, 2023"
Super Kings Vs KKR,KKR,6,RinkuSingh ,not out,53,33,3,4,160.60,"Apr 23, 2023"
Super Kings Vs KKR,KKR,7,AndreRussell ,c Dube b Pathirana,9,6,0,1,150.00,"Apr 23, 2023"
Super Kings Vs KKR,KKR,8,DavidWiese ,lbw b Deshpande,1,2,0,0,50.00,"Apr 23, 2023"
Super Kings Vs KKR,KKR,9,UmeshYadav ,c Conway b Theekshana,4,4,0,0,100.00,"Apr 23, 2023"
Super Kings Vs KKR,KKR,10,VarunChakravarthy ,not out,0,3,0,0,0.00,"Apr 23, 2023"
Capitals Vs Sunrisers,Capitals,1,DavidWarner (c),c Brook b Washington Sundar,21,20,2,1,105.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,2,PhilSalt †,c †Klaasen b Kumar,0,1,0,0,0.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,3,MitchellMarsh ,lbw b Natarajan,25,15,5,0,166.66,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,4,SarfarazKhan ,c Kumar b Washington Sundar,10,9,0,1,111.11,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,5,ManishPandey ,run out (Washington Sundar/†Klaasen),34,27,2,0,125.92,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,6,AmanHakimKhan ,c Abhishek Sharma b Washington Sundar,4,2,1,0,200.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,7,AxarPatel , b Kumar,34,34,4,0,100.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,8,RipalPatel ,run out (†Klaasen),5,6,0,0,83.33,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,9,AnrichNortje ,run out (Umran Malik/†Klaasen),2,2,0,0,100.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,10,KuldeepYadav ,not out,4,3,1,0,133.33,"Apr 24, 2023"
Capitals Vs Sunrisers,Capitals,11,IshantSharma ,not out,1,1,0,0,100.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,1,HarryBrook , b Nortje,7,14,0,0,50.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,2,MayankAgarwal ,c Aman Hakim Khan b AR Patel,49,39,7,0,125.64,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,3,RahulTripathi ,c †Salt b Sharma,15,21,0,0,71.42,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,4,AbhishekSharma ,c & b Kuldeep Yadav,5,5,0,0,100.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,5,AidenMarkram (c), b AR Patel,3,5,0,0,60.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,6,HeinrichKlaasen †,c Aman Hakim Khan b Nortje,31,19,3,1,163.15,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,7,WashingtonSundar ,not out,24,15,3,0,160.00,"Apr 24, 2023"
Capitals Vs Sunrisers,Sunrisers,8,MarcoJansen ,not out,2,3,0,0,66.66,"Apr 24, 2023"
Titans Vs Mumbai,Titans,1,WriddhimanSaha †,c †Ishan Kishan b Tendulkar,4,7,0,0,57.14,"Apr 25, 2023"
Titans Vs Mumbai,Titans,2,ShubmanGill ,c Yadav b Kartikeya,56,34,7,1,164.70,"Apr 25, 2023"
Titans Vs Mumbai,Titans,3,HardikPandya (c),c Yadav b Chawla,13,14,1,0,92.85,"Apr 25, 2023"
Titans Vs Mumbai,Titans,4,VijayShankar ,c David b Chawla,19,16,1,1,118.75,"Apr 25, 2023"
Titans Vs Mumbai,Titans,5,DavidMiller ,c Yadav b Behrendorff,46,22,2,4,209.09,"Apr 25, 2023"
Titans Vs Mumbai,Titans,6,AbhinavManohar ,c Behrendorff b Meredith,42,21,3,3,200.00,"Apr 25, 2023"
Titans Vs Mumbai,Titans,7,RahulTewatia ,not out,20,5,0,3,400.00,"Apr 25, 2023"
Titans Vs Mumbai,Titans,8,RashidKhan ,not out,2,1,0,0,200.00,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,1,RohitSharma (c),c & b Pandya,2,8,0,0,25.00,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,2,IshanKishan †,c Little b Rashid Khan,13,21,1,0,61.90,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,3,CameronGreen , b Noor Ahmad,33,26,0,3,126.92,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,4,TilakVarma ,lbw b Rashid Khan,2,3,0,0,66.66,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,5,SuryakumarYadav ,c & b Noor Ahmad,23,12,3,1,191.66,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,6,TimDavid ,c Manohar b Noor Ahmad,0,2,0,0,0.00,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,7,NehalWadhera ,c Mohammed Shami b Sharma,40,21,3,3,190.47,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,8,PiyushChawla ,run out (†Saha/Sharma),18,12,1,1,150.00,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,9,ArjunTendulkar ,c Little b Sharma,13,9,0,1,144.44,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,10,JasonBehrendorff ,not out,3,4,0,0,75.00,"Apr 25, 2023"
Titans Vs Mumbai,Mumbai,11,RileyMeredith ,not out,0,2,0,0,0.00,"Apr 25, 2023"
KKR Vs RCB,KKR,1,JasonRoy , b Vyshak,56,29,4,5,193.10,"Apr 26, 2023"
KKR Vs RCB,KKR,2,NarayanJagadeesan †,c Willey b Vyshak,27,29,4,0,93.10,"Apr 26, 2023"
KKR Vs RCB,KKR,3,VenkateshIyer ,c Maxwell b de Silva,31,26,3,0,119.23,"Apr 26, 2023"
KKR Vs RCB,KKR,4,NitishRana (c),c Vyshak b de Silva,48,21,3,4,228.57,"Apr 26, 2023"
KKR Vs RCB,KKR,5,AndreRussell , b Mohammed Siraj,1,2,0,0,50.00,"Apr 26, 2023"
KKR Vs RCB,KKR,6,RinkuSingh ,not out,18,10,2,1,180.00,"Apr 26, 2023"
KKR Vs RCB,KKR,7,DavidWiese ,not out,12,3,0,2,400.00,"Apr 26, 2023"
KKR Vs RCB,RCB,1,ViratKohli (c),c Iyer b Russell,54,37,6,0,145.94,"Apr 26, 2023"
KKR Vs RCB,RCB,2,FafduPlessis ,c Singh b Suyash Sharma,17,7,1,2,242.85,"Apr 26, 2023"
KKR Vs RCB,RCB,3,ShahbazAhmed ,lbw b Suyash Sharma,2,5,0,0,40.00,"Apr 26, 2023"
KKR Vs RCB,RCB,4,GlennMaxwell ,c Wiese b Varun,5,4,1,0,125.00,"Apr 26, 2023"
KKR Vs RCB,RCB,5,MahipalLomror ,c Russell b Varun,34,18,1,3,188.88,"Apr 26, 2023"
KKR Vs RCB,RCB,6,DineshKarthik †,c Singh b Varun,22,18,1,1,122.22,"Apr 26, 2023"
KKR Vs RCB,RCB,7,SuyashPrabhudessai ,run out (sub [AS Roy]/Suyash Sharma),10,9,1,0,111.11,"Apr 26, 2023"
KKR Vs RCB,RCB,8,WaninduHasaranga ,c sub (AS Roy) b Russell,5,4,0,0,125.00,"Apr 26, 2023"
KKR Vs RCB,RCB,9,DavidWilley ,not out,11,10,1,0,110.00,"Apr 26, 2023"
KKR Vs RCB,RCB,10,VijaykumarVyshak ,not out,13,8,0,1,162.50,"Apr 26, 2023"
Royals Vs Super Kings,Royals,1,YashasviJaiswal ,c Rahane b Deshpande,77,43,8,4,179.06,"Apr 27, 2023"
Royals Vs Super Kings,Royals,2,JosButtler ,c Dube b Jadeja,27,21,4,0,128.57,"Apr 27, 2023"
Royals Vs Super Kings,Royals,3,SanjuSamson (c)†,c Gaikwad b Deshpande,17,17,1,0,100.00,"Apr 27, 2023"
Royals Vs Super Kings,Royals,4,ShimronHetmyer , b Theekshana,8,10,0,0,80.00,"Apr 27, 2023"
Royals Vs Super Kings,Royals,5,DhruvJurel ,run out (†Dhoni),34,15,3,2,226.66,"Apr 27, 2023"
Royals Vs Super Kings,Royals,6,DevduttPadikkal ,not out,27,13,5,0,207.69,"Apr 27, 2023"
Royals Vs Super Kings,Royals,7,RavichandranAshwin ,not out,1,1,0,0,100.00,"Apr 27, 2023"
Royals Vs Super Kings,Super Kings,1,RuturajGaikwad ,c Padikkal b Zampa,47,29,5,1,162.06,"Apr 27, 2023"
Royals Vs Super Kings,Super Kings,2,DevonConway ,c Sandeep Sharma b Zampa,8,16,1,0,50.00,"Apr 27, 2023"
Royals Vs Super Kings,Super Kings,3,AjinkyaRahane ,c Buttler b Ashwin,15,13,0,0,115.38,"Apr 27, 2023"
Royals Vs Super Kings,Super Kings,4,ShivamDube ,c Buttler b Yadav,52,33,2,4,157.57,"Apr 27, 2023"
Royals Vs Super Kings,Super Kings,5,AmbatiRayudu ,c Holder b Ashwin,0,2,0,0,0.00,"Apr 27, 2023"
Royals Vs Super Kings,Super Kings,6,MoeenAli ,c †Samson b Zampa,23,12,2,2,191.66,"Apr 27, 2023"
Royals Vs Super Kings,Super Kings,7,RavindraJadeja ,not out,23,15,3,0,153.33,"Apr 27, 2023"
Super Giants Vs Punjab Kings,Super Giants,1,KLRahul (c),c Shahrukh Khan b Rabada,12,9,1,1,133.33,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Super Giants,2,KyleMayers ,c Dhawan b Rabada,54,24,7,4,225.00,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Super Giants,3,AyushBadoni ,c Chahar b Livingstone,43,24,3,3,179.16,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Super Giants,4,MarcusStoinis ,c †Sharma b Curran,72,40,6,5,180.00,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Super Giants,5,NicholasPooran †,lbw b Arshdeep Singh,45,19,7,1,236.84,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Super Giants,6,DeepakHooda ,not out,11,6,2,0,183.33,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Super Giants,7,KrunalPandya ,not out,5,2,1,0,250.00,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,1,PrabhsimranSingh ,c sub (DR Sams) b Naveen-ul-Haq,9,13,2,0,69.23,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,2,ShikharDhawan (c),c Pandya b Stoinis,1,2,0,0,50.00,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,3,AtharvaTaide ,c & b Ravi Bishnoi,66,36,8,2,183.33,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,4,SikandarRaza ,c Pandya b Yash Thakur,36,22,4,1,163.63,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,5,LiamLivingstone ,lbw b Ravi Bishnoi,23,14,2,1,164.28,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,6,SamCurran ,c Badoni b Naveen-ul-Haq,21,11,2,1,190.90,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,7,JiteshSharma †,c Rahul b Yash Thakur,24,10,0,3,240.00,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,8,MShahrukhKhan ,c Ravi Bishnoi b Yash Thakur,6,9,0,0,66.66,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,9,RahulChahar ,c Hooda b Yash Thakur,0,1,0,0,0.00,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,10,KagisoRabada , b Naveen-ul-Haq,0,1,0,0,0.00,"Apr 28, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,11,ArshdeepSingh ,not out,2,2,0,0,100.00,"Apr 28, 2023"
KKR Vs Titans,KKR,1,NarayanJagadeesan †,lbw b Mohammed Shami,19,15,4,0,126.66,"Apr 29, 2023"
KKR Vs Titans,KKR,2,RahmanullahGurbaz ,c Rashid Khan b Noor Ahmad,81,39,5,7,207.69,"Apr 29, 2023"
KKR Vs Titans,KKR,3,ShardulThakur ,c Sharma b Mohammed Shami,0,4,0,0,0.00,"Apr 29, 2023"
KKR Vs Titans,KKR,4,VenkateshIyer ,lbw b Little,11,14,0,0,78.57,"Apr 29, 2023"
KKR Vs Titans,KKR,5,NitishRana (c),c Tewatia b Little,4,3,1,0,133.33,"Apr 29, 2023"
KKR Vs Titans,KKR,6,RinkuSingh ,c Little b Noor Ahmad,19,20,0,1,95.00,"Apr 29, 2023"
KKR Vs Titans,KKR,7,AndreRussell ,c Tewatia b Mohammed Shami,34,19,2,3,178.94,"Apr 29, 2023"
KKR Vs Titans,KKR,8,DavidWiese ,not out,8,6,0,1,133.33,"Apr 29, 2023"
KKR Vs Titans,Titans,1,WriddhimanSaha †,c Harshit Rana b Russell,10,10,1,0,100.00,"Apr 29, 2023"
